iter	Logloss
171	0.3820535134
172	0.3818867233
173	0.3818742685
174	0.3818058086
175	0.3817244865
176	0.3816643777
177	0.3816267326
178	0.3814790396
179	0.3814185923
180	0.381348148
181	0.3812638141
182	0.3811447518
183	0.3811250575
184	0.3810597057
185	0.3810027034
186	0.3809067564
187	0.3807997208
188	0.3806919075
189	0.3805834545
190	0.3805597142
191	0.3804619908
192	0.380291433
193	0.3802362553
194	0.3800993187
195	0.3800168138
196	0.3799223067
197	0.3798713287
198	0.3798343305
199	0.3797572783
200	0.3796440547
201	0.3795534247
202	0.3794863683
203	0.3794141883
204	0.3793594119
205	0.3792703642
206	0.3792348655
207	0.3790723757
208	0.3789920771
209	0.3788437116
210	0.3787696238
211	0.3786705587
212	0.3786021959
213	0.3784909359
214	0.3783981875
215	0.3782881145
216	0.3782253903
217	0.3781491221
218	0.3780647803
219	0.3780151139
220	0.3779593202
221	0.3778857171
222	0.3778137463
223	0.3777570161
224	0.3776583374
225	0.3776067304
226	0.3774720732
227	0.3774157092
228	0.3773582402
229	0.3772903594
230	0.3772081147
231	0.3770958336
232	0.3770476916
233	0.3769967224
234	0.3769404403
235	0.3768428041
236	0.3767134942
237	0.3766649602
238	0.3765656654
239	0.3764886384
240	0.3764397267
241	0.376333469
242	0.3762540291
243	0.3761918524
244	0.3761455264
245	0.376011344
246	0.3759449699
247	0.375842839
248	0.3757354216
249	0.3756962051
250	0.375599385
251	0.3755375333
252	0.3754519627
253	0.3753925754
254	0.3752902632
255	0.3751835556
256	0.3751411923
257	0.3750848779
258	0.3749882947
259	0.3749859628
260	0.3748289681
261	0.3747633463
262	0.3746861245
263	0.3746178327
264	0.3745536551
265	0.3745444403
266	0.3744655853
267	0.3743641548
268	0.3742649175
269	0.3742260193
270	0.3741475457
271	0.3740251831
272	0.3738965305
273	0.3738499796
274	0.3737988255
275	0.373715312
276	0.3736319741
277	0.373554614
278	0.3734593647
279	0.3733702453
280	0.3733323316
281	0.3731825458
282	0.3731112853
283	0.3730219598
284	0.3729770356
285	0.3729067007
286	0.3728049022
287	0.3727596448
288	0.372607535
289	0.3724771512
290	0.3724098546
291	0.3722703239
292	0.3721905639
293	0.3720599022
294	0.3719730327
295	0.3719024213
296	0.3718288628
297	0.3717166242
298	0.371665454
299	0.3715964045
300	0.3715530396
301	0.3714720179
302	0.3713834621
303	0.3712910238
304	0.3712317907
305	0.371172857
306	0.3710230224
307	0.3709767803
308	0.3709037007
309	0.3708788409
310	0.3707639351
311	0.3706767615
312	0.3705949236
313	0.3705053277
314	0.3703799431
315	0.3702852223
316	0.3701838426
317	0.3700704811
318	0.369975607
319	0.3698924335
320	0.3697934267
321	0.3697247866
322	0.3696495243
323	0.3695083461
324	0.3694983729
325	0.3693889196
326	0.3693112772
327	0.3692911433
328	0.3691856223
329	0.3691164992
330	0.3690465468
331	0.3689449019
332	0.3688382844
333	0.3686952456
334	0.3685978425
335	0.368577529
336	0.3684927693
337	0.368415162
338	0.3683612745
339	0.3682677368
340	0.3682194658
341	0.3681143338
342	0.3680206653
343	0.3678969846
344	0.3678678842
345	0.3677568913
346	0.3676737064
347	0.3675760061
348	0.3674883257
349	0.367382958
350	0.3673080614
351	0.3672382924
352	0.367111851
353	0.3669921313
354	0.3669465773
355	0.3668860261
356	0.3667858263
357	0.3666478754
358	0.3665881296
359	0.3665241089
360	0.3664624496
361	0.3663458937
362	0.3662211281
363	0.3661392658
364	0.3659783557
365	0.3658873404
366	0.3658060182
367	0.3657362469
368	0.3656209359
369	0.3655570084
370	0.3655105998
371	0.3654926302
372	0.3654099434
373	0.3652995248
374	0.3651914811
375	0.3651170717
376	0.3650392996
377	0.3649409452
378	0.3648601607
379	0.3647911533
380	0.3646936294
381	0.364619225
382	0.3645189465
383	0.3644055861
384	0.3643347205
385	0.3642285667
386	0.3641471475
387	0.3640787091
388	0.3640219651
389	0.3639727176
390	0.3638683268
391	0.3637969942
392	0.3637308025
393	0.3636427418
394	0.3635347504
395	0.3634418504
396	0.3633233857
397	0.3632404547
398	0.3631290267
399	0.3629858744
400	0.3628888215
401	0.3628415997
402	0.3627946901
403	0.3627000775
404	0.3625691707
405	0.3624500973
406	0.362335174
407	0.3622704727
408	0.362160494
409	0.3620321766
410	0.3619598929
411	0.3618577808
412	0.361726495
413	0.3616710151
414	0.3615980571
415	0.3614604649
416	0.3613598929
417	0.3611962036
418	0.3611318824
419	0.3610326058
420	0.3609735596
421	0.3608598953
422	0.3607734391
423	0.3607280296
424	0.3606360183
425	0.3605007337
426	0.3604063478
427	0.3602570743
428	0.3601697721
429	0.3600949008
430	0.3600229307
431	0.3599075616
432	0.3597867924
433	0.3596928819
434	0.3595640054
435	0.359465431
436	0.3593321598
437	0.3592327194
438	0.3591565522
439	0.3590833977
440	0.3589833953
441	0.3588975477
442	0.3588041411
443	0.3587115719
444	0.3585956186
445	0.3585344992
446	0.3584689788
447	0.3583638447
448	0.358273493
449	0.3581560826
450	0.3580939653
451	0.3580110558
452	0.3579090606
453	0.3577894441
454	0.3577350487
455	0.3576610431
456	0.3575970957
457	0.3575646873
458	0.3575276
459	0.3574185855
460	0.3573469956
461	0.357234631
462	0.3571448789
463	0.3570688844
464	0.3569820561
465	0.3568291669
466	0.356743253
467	0.3566713326
468	0.356577714
469	0.3564726197
470	0.3563717689
471	0.3562812203
472	0.3562288001
473	0.3561282587
474	0.3560457024
475	0.3559732455
476	0.3558786246
477	0.355801932
478	0.3556955248
479	0.3556583826
480	0.3555915298
481	0.3555347969
482	0.3554605768
483	0.3553576531
484	0.3552543036
485	0.3551371158
486	0.3550546979
487	0.3550082335
488	0.3548983422
489	0.3547852034
490	0.3547121298
491	0.3545939547
492	0.3544343143
493	0.354353615
494	0.3542858599
495	0.3542415024
496	0.3541350768
497	0.3539897415
498	0.353872285
499	0.35378433
500	0.3536802152
501	0.3535869479
502	0.3534883399
503	0.3534196539
504	0.3533434012
505	0.3532391992
506	0.3531560736
507	0.3530665938
508	0.3529897338
509	0.3529042218
510	0.3527725027
511	0.3526556786
512	0.3525900828
513	0.3525089815
514	0.352409451
515	0.3523083612
516	0.3522193929
517	0.3521613942
518	0.3520911666
519	0.3520145758
520	0.3519332048
521	0.3518425176
522	0.3517520024
523	0.3516948917
524	0.3516437082
525	0.3515548376
526	0.3514756253
527	0.3513267967
528	0.3512160674
529	0.3511567616
530	0.3510593108
531	0.3509809822
532	0.3509059515
533	0.3508146585
534	0.3507002462
535	0.3506046754
536	0.3505225103
537	0.3504771534
538	0.3503855307
539	0.3502939876
540	0.3502180304
541	0.3500886212
542	0.3500122473
543	0.3499122467
544	0.3498039265
545	0.3497507553
546	0.3496894261
547	0.349631034
548	0.3495462878
549	0.3494608813
550	0.3493732454
551	0.3492669573
552	0.349159312
553	0.3490935708
554	0.3489897144
555	0.3488484924
556	0.3487600798
557	0.3486083046
558	0.3485676965
559	0.3484865327
560	0.3483515016
561	0.3482523646
562	0.3481803258
563	0.3480859103
564	0.3480062716
565	0.3479591104
566	0.3479220176
567	0.3478178322
568	0.3477807702
569	0.3476733082
570	0.3475581594
571	0.3475202721
572	0.3474721535
573	0.3473953558
574	0.3472772874
575	0.3471431001
576	0.3470415284
577	0.3469517512
578	0.3468369336
579	0.3467594418
580	0.3466833107
581	0.3466213949
582	0.3465064779
583	0.3464277132
584	0.3463775084
585	0.3463227935
586	0.3462150348
587	0.3461253313
588	0.3460742915
589	0.3460143434
590	0.3459456542
591	0.3458823077
592	0.3458293877
593	0.3457455211
594	0.3456772714
595	0.3455805329
596	0.3454543325
597	0.3453601585
598	0.3453284062
599	0.3452463797
600	0.3451441659
601	0.3450411171
602	0.344929358
603	0.3448375453
604	0.3447455513
605	0.3446443463
606	0.3445565952
607	0.3444817181
608	0.3444201338
609	0.3443560817
610	0.3442743255
611	0.3441820079
612	0.3441223037
613	0.3440378439
614	0.3439904903
615	0.3439840072
616	0.3438750371
617	0.343815616
618	0.3437337953
619	0.3436862858
620	0.3436262362
621	0.3435631016
622	0.3434521375
623	0.3433830111
624	0.3432949443
625	0.3431840918
626	0.3431089179
627	0.3430455131
628	0.3429836726
629	0.3429308038
630	0.3428293807
631	0.342712696
632	0.3426466773
633	0.3425728004
634	0.3425081642
635	0.3424291737
636	0.3423739491
637	0.3423080903
638	0.342198922
639	0.3420771299
640	0.3419647896
641	0.3418948062
642	0.3418037045
643	0.3417156065
644	0.3416244165
645	0.3415239976
646	0.3413953919
647	0.3413314925
648	0.3412472505
649	0.3411852351
650	0.3411229941
651	0.3410388873
652	0.3409528681
653	0.3408868385
654	0.3408308793
655	0.3407770915
656	0.3406837295
657	0.3406214281
658	0.3405358281
659	0.3404484634
660	0.3403659114
661	0.3403260135
662	0.3402385635
663	0.340185816
664	0.3400703321
665	0.3399906621
666	0.3398906007
667	0.3398112375
668	0.3397242576
669	0.3396718577
670	0.3395750418
671	0.3395164538
672	0.3394426053
673	0.3393232323
674	0.339238288
675	0.3391368551
676	0.3390036563
677	0.3389541905
678	0.3388024534
679	0.338749694
680	0.3386338168
681	0.3385817562
682	0.3384781035
683	0.3383876609
684	0.3383288602
685	0.3382602403
686	0.3382033342
687	0.3381030952
688	0.3380593898
689	0.3379895853
690	0.3378952953
691	0.3378172326
692	0.3377358991
693	0.3376656928
694	0.3376174021
695	0.3375093133
696	0.3374563357
697	0.3373704451
698	0.3373035425
699	0.3372308274
700	0.3371399964
701	0.3370537211
702	0.3369842313
703	0.336869328
704	0.3367552869
705	0.3366381434
706	0.3365595488
707	0.3365124439
708	0.3364019842
709	0.3363244038
710	0.3362846181
711	0.3361634795
712	0.3360520433
713	0.3359874411
714	0.3358751062
715	0.3357729195
716	0.3357239267
717	0.3356677611
718	0.3355969775
719	0.3355214646
720	0.33542679
721	0.33534348
722	0.3352645692
723	0.335153081
724	0.3351209421
725	0.3350338893
726	0.3349869413
727	0.3349440143
728	0.3348854044
729	0.3348098739
730	0.3347506325
731	0.3346256432
732	0.3345709032
733	0.3345093143
734	0.3344427764
735	0.3343494781
736	0.3342799645
737	0.3342388143
738	0.3341900027
739	0.3341150296
740	0.3340069833
741	0.3339222732
742	0.3338350959
743	0.3337580115
744	0.3337152669
745	0.333628604
746	0.3335683801
747	0.3334596397
748	0.3333739602
749	0.3332869327
750	0.3332494335
751	0.3331822003
752	0.3331353091
753	0.333063971
754	0.332988139
755	0.3329490263
756	0.3328993089
757	0.3328188794
758	0.3327486114
759	0.3326719814
760	0.3325619896
761	0.3325036214
762	0.3324520525
763	0.3323328993
764	0.3322779526
765	0.3321242475
766	0.3320761985
767	0.3320236772
768	0.3319630206
769	0.3319088505
770	0.3318362333
771	0.3318139572
772	0.3317346915
773	0.3316468341
774	0.3316004368
775	0.3315155406
776	0.3314625064
777	0.3313959592
778	0.3313376649
779	0.3312944295
780	0.3312301987
781	0.331167512
782	0.3311349305
783	0.3310700272
784	0.330971953
785	0.3308851014
786	0.3308109964
787	0.3307052172
788	0.3306366707
789	0.3305316869
790	0.330412199
791	0.3303300992
792	0.330259262
793	0.3302221372
794	0.3301111931
795	0.3300344655
796	0.3299404671
797	0.3298880862
798	0.3298112275
799	0.329742244
800	0.3296992084
801	0.3296199058
802	0.3295516555
803	0.3294927118
804	0.3294246112
805	0.3293806625
806	0.3293311917
807	0.3292806558
808	0.3292458017
809	0.3291819042
810	0.3291386939
811	0.3290787742
812	0.3290337262
813	0.3289573402
814	0.3288911645
815	0.3287853017
816	0.3286864054
817	0.3286133866
818	0.3285466347
819	0.3284619699
820	0.3283918513
821	0.3282725271
822	0.3282352863
823	0.3281667863
824	0.3280621981
825	0.3280057979
826	0.3279819848
827	0.3279411211
828	0.3278642486
829	0.3278224638
830	0.327787714
831	0.3277014226
832	0.3276361276
833	0.327574083
834	0.3275110061
835	0.3274574951
836	0.3273771741
837	0.3273113146
838	0.3272566089
839	0.327185603
840	0.3270918697
841	0.3270201892
842	0.3269944339
843	0.3269459698
844	0.3268539936
845	0.326801851
846	0.3267617411
847	0.3266849999
848	0.3266034636
849	0.3265433863
850	0.3265039936
851	0.3264145373
852	0.3263574719
853	0.3262736185
854	0.3262052378
855	0.3261640209
856	0.3261241842
857	0.3260505624
858	0.325974721
859	0.3259200338
860	0.3258191626
861	0.3257795123
862	0.3257389829
863	0.3257075896
864	0.3256299334
865	0.3255545118
866	0.3254962958
867	0.3254097252
868	0.3253558891
869	0.3252530192
870	0.3251516499
871	0.3250997147
872	0.3250098407
873	0.3249559843
874	0.3248928923
875	0.3248471493
876	0.3247809339
877	0.3247609929
878	0.3246992466
879	0.3246464173
880	0.3245651571
881	0.3245278128
882	0.3244793441
883	0.3244091601
884	0.3243850979
885	0.324284629
886	0.3242229263
887	0.3241310477
888	0.3241032929
889	0.3240472895
890	0.3239976086
891	0.3239079414
892	0.3238593894
893	0.3238081952
894	0.3237642837
895	0.3237131446
896	0.3236570071
897	0.3236014425
898	0.3235253789
899	0.323472565
900	0.3234344469
901	0.3234034768
902	0.3233469195
903	0.3233148077
904	0.3232366947
905	0.3231681868
906	0.3231183838
907	0.3230222279
908	0.3229369223
909	0.3228890344
910	0.3228336345
911	0.3227631318
912	0.322741037
913	0.3226516402
914	0.3225557966
915	0.322502097
916	0.3224588671
917	0.3224000176
918	0.3223212259
919	0.3222724622
920	0.3221256607
921	0.3220939413
922	0.3220638809
923	0.3219911835
924	0.321909643
925	0.3218006912
926	0.3217511498
927	0.3217225422
928	0.3216680964
929	0.3216023981
930	0.3215604991
931	0.3215147613
932	0.3214266649
933	0.3213461188
934	0.3212703763
935	0.3212122356
936	0.3211584093
937	0.3211105583
938	0.3210104356
939	0.320926724
940	0.3208702174
941	0.3208176217
942	0.3208099807
943	0.3207335453
944	0.320642501
945	0.3205780148
946	0.3205234347
947	0.3204418481
948	0.3203611865
949	0.320316871
950	0.3202315195
951	0.3201505068
952	0.3201047365
953	0.3200451971
954	0.3199907563
955	0.3198886999
956	0.3198090366
957	0.3197325069
958	0.3196852142
959	0.3196056267
960	0.3195188804
961	0.319437515
962	0.3193877317
963	0.3193185758
964	0.3192364715
965	0.3191917645
966	0.319133021
967	0.3190567481
968	0.3190361172
969	0.318957123
970	0.3189123452
971	0.3188373655
972	0.3187445961
973	0.3186796799
974	0.3186039858
975	0.3185585224
976	0.3185170838
977	0.3184771897
978	0.3184212424
979	0.3183038884
980	0.3182412499
981	0.318201432
982	0.3181284942
983	0.3180943779
984	0.3180296393
985	0.317981892
986	0.3179028355
987	0.317858413
988	0.3177752749
989	0.3177412071
990	0.3176770801
991	0.3176174
992	0.317566352
993	0.3175137307
994	0.3174528338
995	0.3174010783
996	0.3173591418
997	0.317283986
998	0.3172435286
999	0.3171828594
